name,position,debut,last
Derick Armstrong,Wide Receiver,2003,2005
Dorance Armstrong Jr.,Defensive End,2018,2024
Graham Armstrong,Tackle,1941,1948
Harvey Armstrong,Nose Tackle,1982,1990
Jimmy Armstrong,Defensive Back,1987,1987
John Armstrong,Blocking Back,1923,1925
John Armstrong,Defensive Back,1987,1987
Neill Armstrong,End,1947,1951
Norris Armstrong,Tackle,1922,1922
Otis Armstrong,Running back,1973,1980
Quincy Armstrong,Center,1954,1954
Ray Armstrong,Defensive Tackle,1960,1960
Ray Armstrong,Outside Linebacker,2013,2020
Trace Armstrong,Defensive End,1989,2003
Tyji Armstrong,Tight End,1992,1998
Al Arndt,Guard,1935,1935
Dick Arndt,Defensive Tackle,1967,1970
Jim Arneson,Guard,1973,1975
Mark Arneson,Linebacker,1972,1980
Jon Arnett,Halfback,1957,1966
Damon Arnette,Cornerback,2020,2021
Brian Arnfelt,Defensive End,2013,2013
Dan Arnold,Wide Receiver,2018,2022
David Arnold,Defensive Back,1989,1989
Grayland Arnold,Defensive Back,2020,2023
Jahine Arnold,Wide Receiver,1996,1999
Jay Arnold,Halfback,1937,1941
Jim Arnold,Punter,1983,1994
John Arnold,Wide Receiver,1979,1980
LeFrancis Arnold,Guard,1974,1974
Terrion Arnold,Defensive Back,2024,2024
Walt Arnold,Tight End,1980,1987
Stanley Arnoux,Linebacker,2010,2010
Devin Aromashodu,Wide Receiver,2007,2012
Doug Aronson,Guard,1987,1987
John Arp,Tackle,1987,1987
Adrian Arrington,Wide Receiver,2010,2011
J.J. Arrington,Running back,2005,2008
Kyle Arrington,Defensive Back,2009,2015
LaVar Arrington,Linebacker,2000,2006
Rick Arrington,Quarterback,1970,1972
Chuck Arrobio,Tackle,1966,1966
Elmer Arterburn,Defensive Back,1954,1954
Gary Arthur,Tight End,1970,1971
Mike Arthur,Center,1991,1996
Payne,Running back,2015,2018
Corrie Artman,Tackle,1931,1933
Rodney Artmore,Defensive Back,1999,1999
Lee Artoe,Tackle,1940,1948
Herman Arvie,Tackle,1993,1996
Doug Asad,Tight End,1960,1961
Brian Asamoah,Linebacker,2022,2024
Jon Asamoah,Guard,2010,2014
Larry Asante,Defensive Back,2010,2015
Willie Asbury,Running back,1966,1968
Darrel Aschbacher,Guard,1959,1959
Frank Aschenbrenner,Running back,1949,1949
Juddy Ash,Guard,1926,1926
Richard Ash,Defensive Tackle,2015,2017
Bill Ashbaugh,Fullback,1924,1925
Cliff Ashburn,Guard,1929,1929
Richard Ashe,Tight End,1990,1990
Bob Asher,Tackle,1970,1975
Jamie Asher,Tight End,1995,1998
Walker Lee Ashley,Linebacker,1983,1990
Darryl Ashmore,Tackle,1993,2001
Roger Ashmore,Tackle,1926,1929
Josh Ashton,Running back,1972,1975
Tom Ashworth,Tackle,2002,2007
Devin Asiasi,Tight End,2020,2022
Isaac Asiata,Offensive Guard,2017,2018
Johan Asiata,Guard,2010,2010
Matt Asiata,Fullback,2012,2016
K.C. Asiodu,Linebacker,2009,2010
Joe Aska,Running back,1995,1997
Mike Askea,Tackle,1973,1973
B.J. Askew,Fullback,2003,2009
Matthias Askew,Defensive Tackle,2004,2005
Bert Askson,Defensive End,1971,1977
Jim Asmus,Punter,1987,1987
Nnamdi Asomugha,Defensive Back,2003,2013
Ed Aspatore,Tackle,1934,1934
Mark Asper,Guard,2012,2013
Les Asplundh,Fullback,1925,1925
Jack Atchason,End,1960,1960
Burl Atcheson,End,1922,1922
Tim Atchison,Free Safety,2011,2011
Marcell Ateman,Wide Receiver,2018,2021
Bill Atessis,Defensive End,1971,1971
Pete Athas,Defensive Back,1971,1976
Dale Atkeson,Fullback,1954,1956
Baraka Atkins,Defensive End,2007,2008
Billy Atkins,Defensive Back,1958,1964
Bob Atkins,Defensive Back,1968,1976
Corey Atkins,Linebacker,2000,2000
Dave Atkins,Running back,1973,1975
Doug Atkins+,Defensive End,1953,1969
Gene Atkins,Defensive Back,1987,1996
Geno Atkins,Defensive Tackle,2010,2020
George Atkins,Guard,1955,1955
James Atkins,Tackle,1994,2000
James Atkins,Defensive Tackle,2003,2004
John Atkins,Defensive Tackle,2018,2019
Kelvin Atkins,Linebacker,1983,1983
Larry Atkins,Linebacker,1999,2003
Pervis Atkins,Flanker,1961,1966
Steve Atkins,Running back,1979,1981
Al Atkinson,Linebacker,1965,1974
Frank Atkinson,Defensive Tackle,1963,1964
George Atkinson,Defensive Back,1968,1979
George Atkinson,Running back,2014,2016
Jess Atkinson,Kicker,1985,1988
Ricky Atkinson,Defensive Back,1987,1987
O.J. Atogwe,Defensive Back,2005,2011
Reggie Attache,Wingback,1922,1922
Jeremiah Attaochu,Outside Linebacker,2014,2022
Alex Atty,Guard,1939,1939
Steve Atwater+,Defensive Back,1989,1999
Tutu Atwell,Wide Receiver,2021,2024
John Atwood,Halfback,1948,1948
Brandon Aubrey,Kicker,2023,2024
Josh Aubrey,Defensive Back,2013,2015
Antony Auclair,Tight End,2017,2021
Earl Audet,Tackle,1945,1948
Dan Audick,Tackle,1977,1984
Howie Auer,Tackle,1933,1933
Jim Auer,Defensive End,1987,1987
Joe Auer,Running back,1964,1968
Scott Auer,Guard,1984,1985
Todd Auer,Linebacker,1987,1987
Dowe Aughtman,Defensive Tackle,1984,1984
Sky August,Tailback,1931,1931
Steve August,Tackle,1977,1984
Gene Augusterfer,Blocking Back,1935,1935
Mike Augustyniak,Running back,1981,1983
Chalmer Ault,Tackle,1924,1925
Laulu,Offensive Lineman,2024,2024
David Aupiu,Linebacker,1987,1987
David Ausberry,Wide Receiver,2011,2014
Alex Austin,Defensive Back,2023,2024
Bill Austin,Guard,1949,1957
Billy Austin,Defensive Back,1998,2000
Blessuan Austin,Cornerback,2019,2021
Calvin Austin III,Wide Receiver,2023,2024
Cliff Austin,Running back,1983,1987
Darrell Austin,Guard,1975,1980
Eric Austin,Defensive Back,1996,1996
Hise Austin,Defensive Back,1973,1975
Jim Austin,End,1937,1939
Kent Austin,Quarterback,1986,1986
Kevin Austin,Wide Receiver,2024,2024
Marvin Austin,Defensive Lineman,2012,2014
Miles Austin,Wide Receiver,2006,2015
Ocie Austin,Defensive Back,1968,1971
Raymond Austin,Defensive Back,1997,1999
Reggie Austin,Defensive Back,2001,2002
Rodney Austin,Guard,2013,2014
Tavon Austin,Wide Receiver,2013,2021
Terrence Austin,Wide Receiver,2010,2011
Thomas Austin,Guard,2011,2013
Billy Autrey,Center,1953,1953
Darnell Autry,Running back,1997,2000
Denico Autry,Defensive End,2014,2024
Hank Autry,Center,1969,1970
Troy Auzenne,Tackle,1992,1996
Jason Avant,Wide Receiver,2006,2015
Chuck Avedisian,Guard,1942,1944
Bob Avellini,Quarterback,1975,1984
John Aveni,Kicker,1959,1961
Anthony Averett,Cornerback,2018,2022
Sisto Averno,Linebacker,1950,1954
Don Avery,Tackle,1946,1948
Donnie Avery,Wide Receiver,2008,2014
Genard Avery,Outside Linebacker,2018,2024
Jim Avery,Tight End,1966,1966
John Avery,Running back,1998,2003
Ken Avery,Linebacker,1967,1975
Steve Avery,Running back,1989,1995
Tre Avery,Cornerback,2022,2024
Joe Avezzano,Center,1966,1966
Steve Avila,Center,2023,2024
Butch Avinger,Fullback,1953,1953
Cliff Avril,Defensive End,2008,2017
Robert Awalt,Tight End,1987,1993
Adrian Awasom,Defensive End,2005,2011
Kayode Awosika,Tackle,2021,2024
Chidobe Awuzie,Cornerback,2017,2024
Brendon Ayanbadejo,Outside Linebacker,2003,2012
Obafemi Ayanbadejo,Running back,1998,2006
Buddy Aydelette,Tackle,1980,1987
Akeem Ayers,Linebacker,2011,2017
Demarcus Ayers,Wide Receiver,2016,2016
John Ayers,Guard,1977,1987
Marvin Ayers,Defensive End,1987,1987
Robert Ayers,Defensive End,2009,2017
Kole Ayi,Linebacker,2001,2002
Akin Ayodele,Linebacker,2002,2010
Remi Ayodele,Linebacker,2007,2011
Joe Azelby,Linebacker,1984,1984
Jerry Azumah,Defensive Back,1999,2005
Mike Baab,Center,1982,1992
Steve Baack,Nose Tackle,1984,1987
David Baas,Guard,2005,2013
Al Babartsky,Tackle,1938,1945
Charlie Babb,Defensive Back,1972,1979
Gene Babb,Linebacker,1957,1963
Harry Babcock,End,1953,1955
Sam Babcock,Wingback,1926,1926
Bill Baber,Tight End,2001,2004
Roderick Babers,Defensive Back,2003,2004
Bob Babich,Linebacker,1970,1978
Jason Babin,Outside Linebacker,2004,2015
Jonathan Babineaux,Defensive End,2005,2016
Jordan Babineaux,Defensive Back,2004,2012
John Babinecz,Linebacker,1972,1975
Jeff Baca,Offensive Guard,2013,2013
Marty Baccaglio,Defensive End,1968,1970
Andre Baccellia,Wide Receiver,2022,2023
Carl Bacchus,End,1927,1928
Joe Bachie,Linebacker,2020,2024
Joe Bachmaier,Center,1920,1924
Alex Bachman,Wide Receiver,2020,2024
Jay Bachman,Center,1968,1971
Ted Bachman,Defensive Back,1976,1976
Rip Bachor,Tackle,1928,1928
Kennard Backman,Tight End,2015,2015
Backnor,Center,1921,1921
Jeff Backus,Tackle,2001,2012
Coy Bacon,Defensive End,1968,1981
Frank Bacon,Wingback,1920,1925
Waine Bacon,Defensive Back,2004,2004
David Bada,Defensive End,2022,2022
John Badaczewski,Guard,1946,1953
Rick Badanjek,Running back,1986,1988
Richard Badar,Quarterback,1967,1967
Johnson Bademosi,Defensive Back,2012,2019
Jeff Badet,Wide Receiver,2020,2020
Brad Badger,Guard,1997,2007
Michael Badgley,Kicker,2018,2023
Red Badgro+,End,1927,1936
Tyler Badie,Running back,2022,2024
Steve Bagarus,Halfback,1945,1948
Herm Bagby,Tailback,1926,1927
Ed Bagdon,Guard,1950,1952
Tyson Bagent,Quarterback,2023,2024
Billy Baggett,Halfback,1952,1952
Curt Baham,Defensive Back,1987,1987
Pete Bahan,Blocking Back,1923,1923
Ken Bahnsen,Fullback,1953,1953
Chris Bahr,Kicker,1976,1989
Matt Bahr,Kicker,1979,1995
Aaron Bailey,Wide Receiver,1994,1998
Allen Bailey,Defensive Lineman,2011,2020
Alvin Bailey,Offensive Guard,2013,2016
Bill Bailey,End,1940,1941
Boss Bailey,Linebacker,2003,2008
Byron Bailey,Halfback,1952,1953
Carlton Bailey,Linebacker,1988,1997
Champ Bailey+,Defensive Back,1999,2013
Clarence Bailey,Running back,1987,1987
Dan Bailey,Kicker,2011,2020
David Bailey,Defensive End,1990,1990
Dion Bailey,Free Safety,2015,2015
Don Bailey,Center,1984,1985
Edwin Bailey,Guard,1981,1991
Elmer Bailey,Wide Receiver,1980,1982
Eric Bailey,Tight End,1987,1987
Harold Bailey,Wide Receiver,1981,1982
Henry Bailey,Wide Receiver,1996,1996
Howard Bailey,Tackle,1935,1935
Jake Bailey,Punter,2019,2024
Jim Bailey,Guard,1949,1949
Jim Bailey,Defensive Tackle,1970,1978
Johnny Bailey,Running back,1990,1995
Karsten Bailey,Wide Receiver,1999,2003
Larry Bailey,Defensive Tackle,1974,1974
Levelle Bailey,Linebacker,2024,2024
Mark Bailey,Running back,1977,1978
Markus Bailey,Outside Linebacker,2020,2024
Monk Bailey,Defensive Back,1964,1965
Patrick Bailey,Outside Linebacker,2008,2013
Quinn Bailey,Tackle,2019,2023
Robert Bailey,Defensive Back,1991,2001
Rodney Bailey,Defensive End,2001,2007
Russ Bailey,Center,1920,1921
Stacey Bailey,Wide Receiver,1982,1990
Stedman Bailey,Wide Receiver,2013,2015
Teddy Bailey,Running back,1967,1969
Thomas Bailey,Wide Receiver,1995,1995
Tom Bailey,Running back,1971,1974
Victor Bailey,Wide Receiver,1993,1996
Zack Bailey,Guard,2022,2024
Bill Bain,Tackle,1975,1986
Brandon Bair,Defensive Tackle,2014,2015
Bill Baird,Defensive Back,1963,1969
Al Baisi,Guard,1940,1947
Billy Bajema,Tight End,2005,2013
Al Baker,Defensive End,1978,1990
Art Baker,Fullback,1961,1962
Budda Baker,Free Safety,2017,2024
Bullet Baker,Blocking Back,1927,1931
Charles Baker,Linebacker,1980,1987
Chase Baker,Defensive Tackle,2013,2013
Chris Baker,Tight End,2002,2010
Chris Baker,Defensive Tackle,2009,2017
Conway Baker,Guard,1936,1945
Dallas Baker,Wide Receiver,2008,2008
Darrell Baker,Cornerback,2022,2024
Dave Baker,Defensive Back,1959,1961
Deandre Baker,Cornerback,2019,2021
Ed Baker,Quarterback,1972,1972
Edwin Baker,Running back,2013,2014
Eugene Baker,Wide Receiver,1999,2004
Frank Baker,End,1931,1931
Jason Baker,Punter,2001,2011
Javon Baker,Wide Receiver,2024,2024
Jerome Baker,Outside Linebacker,2018,2024
Jerry Baker,Nose Tackle,1983,1983
Jesse Baker,Defensive End,1979,1987
John Baker,Defensive End,1958,1968
John Baker,Defensive End,1970,1970
John Baker,Punter,2000,2001
Johnny Baker,Linebacker,1963,1967
Jon Baker,Defensive Guard,1949,1952
Jon Baker,Kicker,1995,1999
Josh Baker,Tight End,2011,2011
Kawaan Baker,Wide Receiver,2021,2021
Keith Baker,Wide Receiver,1985,1985
Larry Baker,Tackle,1960,1960
Melvin Baker,Wide Receiver,1974,1976
Myron Baker,Outside Linebacker,1993,1997
Ralph Baker,Linebacker,1964,1974
Rashad Baker,Defensive Back,2004,2008
Robert Baker,Wide Receiver,2002,2002
Ron Baker,Guard,1978,1988
Ryan Baker,Defensive End,2009,2012
Sam Baker,Kicker,1953,1969
Sam Baker,Tackle,2008,2013
Sean Baker,Safety,2014,2014
Shannon Baker,Wide Receiver,1994,1994
Stephen Baker,Wide Receiver,1987,1992
Terry Baker,Quarterback,1963,1965
Tim Baker,Wide Receiver,2001,2001
Tony Baker,Running back,1968,1975
Tony Baker,Running back,1986,1989
Wayne Baker,Defensive Tackle,1975,1975
David Bakhtiari,Offensive Tackle,2013,2023
Eric Bakhtiari,Linebacker,2009,2012
Jim Bakken,Kicker,1962,1978
Ed Balatti,End,1946,1948
Frank Balazs,Fullback,1939,1945
Lou Baldacci,Halfback,1956,1956
Mike Baldassin,Linebacker,1977,1978
Brian Baldinger,Guard,1982,1993
Gary Baldinger,Defensive End,1986,1992
Rich Baldinger,Guard,1982,1993
Karl Baldischwiler,Tackle,1978,1986
Daniel Baldridge,Tackle,2010,2012
Alex Balducci,Offensive Lineman,2016,2016
Al Baldwin,End,1947,1950
Bob Baldwin,Fullback,1966,1966
Burr Baldwin,End,1947,1949
Cliff Baldwin,Tailback,1920,1921
Daylen Baldwin,Wide Receiver,2022,2022
Don Baldwin,Defensive End,1987,1987
Doug Baldwin,Wide Receiver,2011,2018
Ervin Baldwin,Defensive End,2009,2009
George Baldwin,End,1925,1925
Jack Baldwin,Center,1946,1948
Johnny Baldwin,Linebacker,2007,2007
Jonathan Baldwin,Wide Receiver,2011,2013
Keith Baldwin,Defensive End,1982,1988
Randy Baldwin,Running back,1991,1996
Tom Baldwin,Nose Tackle,1984,1988
Alan Ball,Defensive Back,2007,2015
Dave Ball,Defensive End,2004,2011
Eric Ball,Running back,1989,1995
Jason Ball,Center,2002,2004
Jerry Ball,Nose Tackle,1987,1999
Josh Ball,Tackle,2022,2022
Lance Ball,Running back,2008,2012
Larry Ball,Outside Linebacker,1972,1978
Marcus Ball,Safety,2014,2016
Michael Ball,Defensive Back,1988,1993
Montee Ball,Running back,2013,2014
Neiron Ball,Outside Linebacker,2015,2015
Sam Ball,Tackle,1966,1970
Kalen Ballage,Running back,2018,2021
Pat Ballage,Defensive Back,1986,1987
Christian Ballard,Defensive Lineman,2011,2012
Howard Ballard,Tackle,1988,1998
Jake Ballard,Tight End,2010,2013
Quinton Ballard,Defensive Tackle,1983,1983
Vick Ballard,Running back,2012,2013
Corey Ballentine,Cornerback,2019,2024
Lonnie Ballentine,Free Safety,2015,2016
Gary Ballman,Flanker,1962,1973
Mike Ballou,Linebacker,1970,1970
Kentwan Balmer,Defensive Tackle,2008,2011
Bob Balog,Center,1949,1950
Mike Balogun,Linebacker,2010,2010
Vic Baltzell,Wingback,1935,1935
Steve Banas,Blocking Back,1935,1935
John Banaszak,Defensive End,1975,1981
Pete Banaszak,Running back,1966,1978
Cas Banaszek,Tackle,1968,1977
Hugh Bancroft,End,1923,1923
Romeo Bandison,Defensive Tackle,1995,1996
Bruno Banducci,Guard,1944,1954
John Bandura,End,1943,1943
Don Bandy,Guard,1967,1968
Michael Bandy,Wide Receiver,2021,2023
Joey Banes,Tackle,1990,1990
Herb Banet,Tailback,1937,1937
Tony Banfield,Defensive Back,1960,1965
Ben Bangs,Wingback,1926,1926
Emil Banjavic,Wingback,1942,1942
Chris Banjo,Safety,2013,2022
Ted Banker,Guard,1984,1989
Aaron Banks,Guard,2021,2024
Antonio Banks,Defensive Back,1998,2000
Brandon Banks,Wide Receiver,2010,2012
Brandon Banks,Defensive Lineman,2017,2017
Carl Banks,Linebacker,1984,1995
Chip Banks,Linebacker,1982,1992
Chris Banks,Guard,1998,2000
Chuck Banks,Running back,1986,1987
Deonte Banks,Defensive Back,2023,2024
Eric Banks,Defensive End,2021,2023
Estes Banks,Running back,1967,1968
Fred Banks,Wide Receiver,1985,1993
Gary Banks,Wide Receiver,2010,2010
Gordon Banks,Wide Receiver,1980,1987
Jason Banks,Defensive End,2009,2009
Johnthan Banks,Cornerback,2013,2017
Keshawn Banks,Defensive Lineman,2023,2024
Mike Banks,Tight End,2002,2003
Robert Banks,Defensive End,1988,1990
Roy Banks,Wide Receiver,1987,1988
Tavian Banks,Running back,1998,1999
Tom Banks,Center,1971,1980
Tony Banks,Quarterback,1996,2005
Willie Banks,Guard,1968,1973
Michael Bankston,Defensive End,1992,2000
Warren Bankston,Running back,1969,1978
Justin Bannan,Defensive Tackle,2002,2013
Zach Banner,Offensive Guard,2017,2021
Alex Bannister,Wide Receiver,2001,2006
Bruce Bannon,Linebacker,1973,1974
Ben Banogu,Defensive End,2019,2022
Vince Banonis,Center,1942,1953
Al Bansavage,Linebacker,1960,1961
Bradford Banta,Tight End,1994,2004
Jack Banta,Halfback,1941,1948
Cain,Linebacker,2003,2010
Joe Banyard,Running back,2013,2017
Gary Barbaro,Defensive Back,1976,1982
Roland Barbay,Nose Tackle,1987,1987
Joe Barbee,Defensive Tackle,1960,1960
Ben Barber,Tackle,1925,1925
Bob Barber,Defensive End,1976,1979
Chris Barber,Defensive Back,1987,1992
Dominique Barber,Defensive Back,2008,2011
Ernie Barber,Center,1945,1945
Jim Barber,Tackle,1935,1941
Kantroy Barber,Running back,1999,1999
Kurt Barber,Outside Linebacker,1992,1995
Marion Barber Jr.,Running back,1982,1988
Marion Barber III,Running back,2005,2011
Mark Barber,Fullback,1937,1937
Michael Barber,Wide Receiver,1989,1992
Mike Barber,Tight End,1976,1985
Mike Barber,Linebacker,1995,1999
Peyton Barber,Running back,2016,2021
Ronde Barber+,Defensive Back,1997,2012
Rudy Barber,Linebacker,1968,1968
Shawn Barber,Linebacker,1998,2007
Stew Barber,Tackle,1961,1969
Tiki Barber,Running back,1997,2006
Pete Barbolak,Tackle,1949,1949
Elmer Barbour,Blocking Back,1945,1945
Allen Barbre,Tackle,2007,2017
Chris Barclay,Running back,2007,2007
Don Barclay,Guard,2012,2017
Luq Barcoo,Defensive Back,2020,2020
Brandon Barden,Tight End,2012,2012
Ramses Barden,Wide Receiver,2009,2012
John Barefield,Linebacker,1978,1980
Ken Barefoot,Tight End,1968,1968
Ken Barfield,Tackle,1954,1954
Jake Bargas,Running back,2020,2021
Adrian Baril,Tackle,1923,1925
Bryce Baringer,Punter,2023,2024
Carl Barisich,Defensive Tackle,1973,1981
Bryan Barker,Punter,1990,2005
Chris Barker,Offensive Guard,2013,2015
Dick Barker,Guard,1921,1921
Ed Barker,End,1953,1954
Hub Barker,Back,1942,1945
Leo Barker,Linebacker,1984,1991
Roy Barker,Defensive End,1992,2000
Tony Barker,Linebacker,1992,1992
Will Barker,Tackle,2010,2010
Matt Barkley,Quarterback,2013,2023
Saquon Barkley,Running back,2018,2024
Ralph Barkman,Back,1929,1929
Joe Barksdale,Tackle,2011,2018
Rashad Barksdale,Defensive Back,2007,2007
Rod Barksdale,Wide Receiver,1986,1987
Jerome Barkum,Tight End,1972,1983
Lou Barle,Halfback,1938,1939
Corey Barlow,Defensive Back,1993,1993
Kevan Barlow,Running back,2001,2006
Reggie Barlow,Wide Receiver,1996,2003
Christian Barmore,Defensive Lineman,2021,2024
George Barna,End,1929,1929
Brooks Barnard,Punter,2003,2003
Charles Barnard,End,1938,1938
Tom Barndt,Defensive Tackle,1996,2001
AJ Barner,Tight End,2024,2024
Kenjon Barner,Running back,2013,2021
Adairius Barnes,Cornerback,2016,2016
Al Barnes,Wide Receiver,1972,1973
Antwan Barnes,Outside Linebacker,2007,2014
Benny Barnes,Defensive Back,1972,1982
Billy Ray Barnes,Halfback,1957,1966
Brandon Barnes,Linebacker,2004,2004
Bruce Barnes,Punter,1973,1974
Charlie Barnes,End,1961,1961
Darian Barnes,Fullback,2002,2008
Derrick Barnes,Linebacker,1997,1997
Derrick Barnes,Defensive End,2021,2024
Earnest Barnes,Defensive End,1983,1983
Emery Barnes,Defensive End,1956,1956
Erich Barnes,Defensive Back,1958,1971
Ernie Barnes,Guard,1960,1964
Gary Barnes,Wide Receiver,1962,1967
Jeff Barnes,Linebacker,1977,1987
Joe Barnes,Quarterback,1974,1974
Johnnie Barnes,Wide Receiver,1992,1995
Kalon Barnes,Cornerback,2022,2022
Kevin Barnes,Defensive Back,2009,2012
Khalif Barnes,Tackle,2005,2017
Krys Barnes,Outside Linebacker,2020,2024
Larry Barnes,Fullback,1957,1960
Larry Barnes,Running back,1977,1979
Lew Barnes,Wide Receiver,1986,1989
Lionel Barnes,Defensive End,1999,2004
Marlon Barnes,Running back,2000,2000
Mike Barnes,Defensive Back,1967,1968
Mike Barnes,Defensive Tackle,1973,1981
Pat Barnes,Quarterback,1999,1999
Pete Barnes,Linebacker,1967,1977
Rashidi Barnes,Defensive Back,2000,2000
Reggie Barnes,Linebacker,1993,1995
Rodrigo Barnes,Linebacker,1973,1976
Roosevelt Barnes,Outside Linebacker,1982,1985
T.J. Barnes,Defensive Tackle,2014,2016
Tavaris Barnes,Defensive End,2015,2015
Tim Barnes,Center,2012,2017
Tomur Barnes,Defensive Back,1994,1997
Walt Barnes,Guard,1948,1951
Walt Barnes,Defensive Tackle,1966,1971
Zaire Barnes,Linebacker,2023,2023
Bill Barnett,Defensive End,1980,1985
Buster Barnett,Tight End,1981,1984
Dean Barnett,Tight End,1983,1983
Derek Barnett,Defensive End,2017,2024
Doug Barnett,Defensive End,1982,1987
Fred Barnett,Wide Receiver,1990,1997
Harlon Barnett,Defensive Back,1990,1996
Nick Barnett,Linebacker,2003,2013
Oliver Barnett,Defensive End,1990,1995
Solon Barnett,Tackle,1945,1946
Steve Barnett,Tackle,1963,1964
Tim Barnett,Wide Receiver,1991,1993
Tom Barnett,Halfback,1959,1960
Troy Barnett,Defensive End,1994,1996
Vincent Barnett,Defensive Back,1987,1987
Eppie Barney,Flanker,1967,1968
Lem Barney+,Defensive Back,1967,1977
Milton Barney,Wide Receiver,1987,1987
Tommy Barnhardt,Punter,1987,2000
Dan Barnhart,Tailback,1934,1934
Roy Barni,Defensive Back,1952,1956
Gary Barnidge,Tight End,2008,2016
Eddie Barnikow,Fullback,1926,1926
Amare Barno,Defensive End,2022,2024
Len Barnum,Back,1938,1942
Pete Barnum,Back,1926,1926
Malcolm Barnwell,Wide Receiver,1981,1985
Anthony Barr,Outside Linebacker,2014,2023
Dave Barr,Quarterback,1995,1995
Mike Barr,Punter,2007,2007
Shorty Barr,Back,1923,1926
